campaignType,targetAudience,channels,estimatedDurationDays,teamSize,mediaBudget,externalCosts,fixedCosts,mainGoals,keyDeliverables,metrics,dependencies,risks,contingencyPercent,estimatedBudget
"Awareness","B2C","Social|Display",30,4,6000,2000,500,"Notoriété","Visuels;Landing","Impressions;Reach","Aucun","Faible engagement",8,12000
"Launch","B2C","Social|SEA",20,6,17100,4250,1120,"Ventes initiales","Campagne;Landing","Sales;CPA","Stock","Retour produit élevé",12,29800
"Branding","Millennials","Social|PR",58,4,7300,2650,540,"Image de marque","Communiqué;Visuels","Sentiment;Reach","Agence PR","Mauvaise couverture",8,16200
"Acquisition","B2B","LinkedIn|SEA",38,5,18600,3650,1030,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",10,30800
"Awareness","B2C","TV|Social",75,8,62500,15200,3100,"Notoriété","Spot TV;Social","Reach;Impressions","Production","Coût production élevé",15,94000
"Retention","SMB","Email|Webinar",26,2,1650,720,210,"Fidélisation","Webinar;Follow-up","Attendance;NPS","Support","Faible participation",6,6200
"Launch","B2B","Events|LinkedIn",92,6,14800,10400,1580,"Lancement produit","Event;Brochure","Leads;Meetings","Dev release","Retard livraison",12,37200
"Branding","GenZ","TikTok|UGC",34,4,9600,2150,520,"Notoriété","UGC;Shorts","Views;Engagement","Creators","Contenu rejeté",9,16500
"Acquisition","B2C","SEA|Social",29,5,11300,1760,460,"Conversions","Landing;A/B tests","CPA;CTR","SEO","CPC élevé",8,16950
"Awareness","B2B","LinkedIn|Display",46,3,8300,2150,420,"Notoriété","Whitepaper;Ads","Impressions;CTR","Sales enablement","Faible reach",7,15400
"Retention","B2C","Email|SMS",22,3,1900,540,160,"Réachat","Offers;Reminders","Repeat rate;Open","DB update","Opt-out",6,5400
"Launch","SMB","Email|Events",62,6,12300,9300,1530,"Onboarding clients","Event;Docs","Sign-ups;Trials","Legal approval","Retard approbation",11,39000
"Branding","B2C","OOH|TV",52,5,9400,4200,700,"Notoriété locale","Affiches;Social","Reach;Recall","Permis locaux","Refus emplacement",9,20200
"Acquisition","GenZ","Social|Influencer",25,4,8300,1270,320,"Installations","Ads;Influencer","CPI;Engagement","App store","Rejet app",9,13400
"Awareness","B2C","Display|Video",38,3,6450,990,255,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",7,11500
"Retention","Millennials","Email|Social",33,3,2700,780,210,"Engagement","Offers;Content","Open rate;CTR","CRM","Segmentation",6,9150
"Launch","B2B","LinkedIn|Webinar",50,5,10300,8300,1230,"Démonstrations","Webinar;Demo","Registrations;Demos","Dev","Bug produit",10,32800
"Branding","SMB","Social|Email",37,4,5120,1500,415,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Mauvaise cible",8,12550
"Acquisition","B2C","SEA|Social",21,6,12900,2060,590,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour élevé",9,20900
"Awareness","B2B","PR|LinkedIn",35,3,3350,1160,295,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture",7,9750
"Retention","GenZ","App|Push",27,4,2900,660,225,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",6,8350
"Launch","B2C","Influencer|Social",19,5,17000,4150,1050,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",12,28400
"Branding","Millennials","Social|Events",64,6,9150,5950,915,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",11,24350
"Acquisition","B2B","LinkedIn|SEA",39,5,18950,3700,1060,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle",10,31100
"Awareness","B2C","Radio|Social",24,3,4400,880,225,"Notoriété","Spot;Posts","Reach;Impr","Production","Diffusion",7,9400
"Retention","SMB","Email|Support",78,2,900,330,115,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",5,4200
"Launch","B2B","Events|PR",115,8,26000,20800,3150,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",15,74400
"Branding","GenZ","TikTok|Influencer",31,4,9400,2120,525,"Notoriété","Shorts;UGC","Views;Engagement","Creators","Rejet contenu",9,15350
"Acquisition","B2C","SEA|Display",25,5,10350,1840,480,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC",8,17350
"Awareness","B2B","LinkedIn|Webinar",51,4,6200,2060,430,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",7,14350
"Retention","B2C","Email|SMS",30,3,2150,635,170,"Réachat","Offers;Reminders","Repeat;Open","DB","Opt-out",6,7650
"Launch","SMB","Email|SEA",32,5,15350,3075,735,"Trials","Landing;Emails","Sign-ups;CPA","Dev","Bug",11,26350
"Branding","B2C","OOH|TV",78,7,51050,12250,2600,"Notoriété","Spot;OOH","Reach;Recall","Production","Coût",14,87250
"Acquisition","GenZ","Social|Influencer",26,4,7150,1085,310,"Installs","Ads;Creators","CPI;Engagement","App","Rejet",9,12750
"Awareness","B2C","Display|Video",39,3,6700,960,270,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo",7,11700
"Retention","Millennials","Email|Social",32,3,2950,745,220,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation",6,9350
"Launch","B2B","LinkedIn|Events",56,6,11250,9200,1350,"Demos","Event;Case studies","Registrations;Demos","Sales","Speakers",10,34500
"Branding","SMB","Social|Email",37,4,5300,1620,430,"Image locale","Visuels;Emails","Engagement;Open","Partners","Ciblage",8,12900
"Acquisition","B2C","SEA|Social",24,5,12750,2250,590,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",9,20750
"Awareness","B2B","PR|LinkedIn",36,3,3450,1180,300,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture",7,9850
"Retention","GenZ","App|Push",29,4,3000,650,240,"Engagement","Push;Offers","DAU;Retention","App","Opt-out",6,8450
"Launch","B2C","Social|Influencer",21,6,17650,4300,1140,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison",12,29300
"Branding","Millennials","Social|Events",63,6,9050,6050,920,"Image marque","Event;Content","Sentiment;Reach","Permits","Annulation",11,24150
"Acquisition","B2B","LinkedIn|SEA",37,5,18700,3650,1040,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle",10,30700
"Awareness","B2C","Radio|Social",23,3,4350,870,220,"Notoriété","Spot;Posts","Reach;Impr","Production","Diffusion",7,9350
"Retention","SMB","Email|Support",80,2,920,335,118,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps",5,4300
"Launch","B2B","Events|PR",118,8,25900,20750,3170,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",15,75200
"Branding","GenZ","TikTok|Influencer",30,4,9300,2130,530,"Notoriété","Shorts;UGC","Views;Engagement","Creators","Rejet",9,15250
"Acquisition","B2C","SEA|Display",27,5,10300,1860,485,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC",8,17300
"Awareness","B2B","LinkedIn|Webinar",51,4,6150,2060,425,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",7,14150
"Retention","B2C","Email|SMS",31,3,2250,665,185,"Réachat","Offers;Reminders","Repeat;Open","DB","Opt-out",6,7850
"Launch","SMB","Email|SEA",31,5,15400,3080,740,"Trials","Landing;Emails","Sign-ups;CPA","Dev","Bug",11,26600
"Branding","B2C","OOH|TV",80,7,51500,12300,2640,"Notoriété","Spot;OOH","Reach;Recall","Production","Coût",14,88000
"Acquisition","GenZ","Social|Influencer",28,4,7350,1100,335,"Installs","Ads;Creators","CPI;Engagement","App","Rejet",9,13150
"Awareness","B2C","Display|Video",41,3,6900,990,285,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo",7,12100
"Retention","Millennials","Email|Social",35,3,3200,780,240,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation",6,9700
"Launch","B2B","LinkedIn|Events",60,6,11750,9650,1400,"Demos","Event;Case studies","Registrations;Demos","Sales","Speakers",10,35400
"Branding","SMB","Social|Email",41,4,5700,1710,470,"Image locale","Visuels;Emails","Engagement;Open","Partners","Ciblage",8,13550
"Acquisition","B2C","SEA|Social",27,5,13150,2310,635,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",9,21400
"Awareness","B2B","PR|LinkedIn",38,3,3650,1225,335,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture",7,10300
"Retention","GenZ","App|Push",30,4,3150,680,255,"Engagement","Push;Offers","DAU;Retention","App","Opt-out",6,8720
"Launch","B2C","Social|Influencer",24,6,18200,4430,1190,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison",12,30500
"Acquisition","B2C","SEA|Social",30,5,12050,2450,600,"Ventes","Landing;Ads","CPA;CTR","SEO","CPC élevé",8,18050
"Awareness","B2C","Social|Display",26,4,7000,1500,400,"Notoriété","Visuels;Bannières","Impressions;Reach","Création","Faible reach",7,11050
"Retention","SMB","Email|CRM",60,2,1500,600,200,"Fidélisation","Emails;Programmes","Open rate;Churn","Support","Données incomplètes",5,4500
"Launch","B2B","LinkedIn|Events",90,6,14000,10000,1500,"Lancement produit","Event;Demo","Leads;Demos","Dev","Retard livraison",12,36000
"Branding","GenZ","TikTok|Influencer",35,4,9500,2200,500,"Notoriété","Shorts;UGC","Views;Engagement","Creators","Contenu rejeté",9,16000
"Acquisition","B2C","SEA|Display",28,5,11000,1800,450,"Conversions","Ads;Landing","CPA;ROAS","SEO","Concurrence CPC",8,16500
"Awareness","B2B","PR|LinkedIn",40,3,5000,1200,300,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture limitée",7,9500
"Retention","B2C","Email|SMS",20,3,1800,500,150,"Réachat","Offers;Reminders","Repeat rate;Open","DB","Opt-out",6,5200
"Launch","SMB","Email|SEA",45,5,16000,3500,800,"Trials","Landing;Emails","Sign-ups;CPA","Dev","Bug signup",11,28000
"Branding","Millennials","Social|Events",60,6,10000,6000,900,"Image marque","Event;Content","Sentiment;Reach","Permits","Annulation event",10,23000
"Acquisition","B2B","LinkedIn|Email",50,5,20000,4000,1000,"Leads","Ads;Case studies","CPL;MQL","Sales","Cycle long",12,33000
"Awareness","B2C","Radio|Social",22,3,4500,900,220,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",7,9800
"Retention","SMB","Support|Email",80,2,1000,300,120,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",5,4200
"Launch","B2B","Events|PR",120,8,30000,22000,3200,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",15,82000
"Branding","GenZ","Instagram|Influencer",33,4,8800,2000,520,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",9,15000
"Acquisition","B2C","SEA|Social",26,5,10500,1700,470,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC élevé",8,17000
"Awareness","B2B","LinkedIn|Webinar",48,4,7000,2100,420,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",7,13500
"Retention","B2C","App|Push",30,3,2500,700,200,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",6,6800
"Launch","SMB","Social|Influencer",18,6,15000,4000,1000,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",12,27000
"Branding","B2C","OOH|Social",55,5,9500,4200,700,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",9,19500
"Acquisition","GenZ","Social|Influencer",24,4,8000,1100,300,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",9,12500
"Awareness","B2C","Display|Video",36,3,6200,1000,260,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",7,11200
"Retention","Millennials","Email|Social",34,3,2600,800,210,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",6,9200
"Launch","B2B","LinkedIn|Events",56,6,11500,9500,1300,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",10,34500
"Branding","SMB","Social|Email",38,4,5200,1500,420,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",8,12700
"Acquisition","B2C","SEA|Social",23,5,12500,2100,580,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",9,20200
"Awareness","B2B","Display|PR",41,3,3800,1160,300,"Visibilité","Ads;Communiqué","Impressions;Mentions","Aucun","Faible reach",7,9800
"Retention","GenZ","App|Social",26,4,2700,640,220,"Engagement","In-app offers;Content","DAU;Retention","App team","Crash app",6,8100
"Launch","B2C","Social|SEA",19,6,17000,4200,1100,"Ventes initiales","Campagne;Landing","Sales;CPA","Stock","Retour produit élevé",12,29500
"Branding","Millennials","Social|PR",58,4,7200,2600,520,"Image de marque","Communiqué;Visuels","Sentiment;Reach","Agence PR","Mauvaise couverture",8,15800
"Acquisition","B2B","LinkedIn|SEA",38,5,18500,3600,1020,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",10,30500
"Awareness","B2C","TV|Social",75,8,62000,15000,3000,"Notoriété","Spot TV;Social","Reach;Impressions","Production","Coût production élevé",15,92000
"Retention","SMB","Email|Webinar",26,2,1600,700,200,"Fidélisation","Webinar;Follow-up","Attendance;NPS","Support","Faible participation",6,6100
"Launch","B2B","Events|LinkedIn",92,6,14500,10200,1550,"Lancement produit","Event;Brochure","Leads;Meetings","Dev release","Retard livraison",12,36500
"Branding","GenZ","TikTok|UGC",34,4,9400,2100,510,"Notoriété","UGC;Shorts","Views;Engagement","Creators","Contenu rejeté",9,15800
"Acquisition","B2C","SEA|Social",29,5,11200,1750,460,"Conversions","Landing;A/B tests","CPA;CTR","SEO","CPC élevé",8,16800
"Awareness","B2B","LinkedIn|Display",46,3,8200,2100,410,"Notoriété","Whitepaper;Ads","Impressions;CTR","Sales enablement","Faible reach",7,15200
"Retention","B2C","Email|SMS",22,3,1900,520,160,"Réachat","Offers;Reminders","Repeat rate;Open","DB update","Opt-out",6,5400
"Launch","SMB","Email|Events",62,6,12200,9200,1520,"Onboarding clients","Event;Docs","Sign-ups;Trials","Legal approval","Retard approbation",11,38500
"Branding","B2C","OOH|TV",52,5,9200,4100,680,"Notoriété locale","Affiches;Social","Reach;Recall","Permis locaux","Refus emplacement",9,19800
"Acquisition","GenZ","Social|Influencer",25,4,8200,1250,320,"Installations","Ads;Influencer","CPI;Engagement","App store","Rejet app",9,13200
"Awareness","B2C","Display|Video",38,3,6400,980,255,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",7,11400
"Retention","Millennials","Email|Social",33,3,2700,750,205,"Engagement","Offers;Content","Open rate;CTR","CRM","Segmentation",6,9100
"Launch","B2B","LinkedIn|Webinar",50,5,10200,8200,1220,"Démonstrations","Webinar;Demo","Registrations;Demos","Dev","Bug produit",10,32500
"Branding","SMB","Social|Email",37,4,5100,1480,410,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Mauvaise cible",8,12300
"Acquisition","B2C","SEA|Social",21,6,12800,2050,590,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour élevé",9,20800
"Awareness","B2B","PR|LinkedIn",35,3,3300,1150,290,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture",7,9700
"Retention","GenZ","App|Push",27,4,2850,680,225,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",6,8200
"Launch","B2C","Influencer|Social",19,5,16800,4100,1050,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",12,28200
"Branding","Millennials","Social|Events",64,6,9100,5900,910,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",11,24200
"Acquisition","B2B","LinkedIn|SEA",39,5,18800,3620,1030,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",10,30800
"Awareness","B2C","Radio|Social",24,3,4300,860,215,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",7,9200
"Retention","SMB","Email|Support",76,2,850,310,115,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",5,4100
"Launch","B2B","Events|PR",112,8,24800,20200,3050,"Adoption","Event;PR","Leads;Coverage","Legal","Problème conformité",15,73500
"Branding","GenZ","Instagram|Influencer",32,4,9000,2050,525,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",9,15100
"Acquisition","B2C","SEA|Display",27,5,10100,1820,475,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC",8,17100
"Awareness","B2B","LinkedIn|Webinar",49,4,6050,2020,415,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",7,14000
"Retention","B2C","Email|SMS",29,3,2050,610,165,"Réachat","Offers;Reminders","Repeat;Open","DB","Opt-out",6,7500
"Launch","SMB","Email|SEA",34,5,15100,3020,710,"Trials","Landing;Emails","Sign-ups;CPA","Dev","Bug",11,25900
"Branding","B2C","OOH|TV",79,7,50800,12150,2580,"Notoriété","Spot;OOH","Reach;Recall","Production","Coût",14,86800
"Acquisition","GenZ","Social|Influencer",26,4,7050,1030,305,"Installs","Ads;Creators","CPI;Engagement","App","Rejet",9,12600
"Awareness","B2C","Display|Video",37,3,6550,910,265,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo",7,11600
"Retention","Millennials","Email|Social",31,3,2850,730,215,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation",6,9350
"Launch","B2B","LinkedIn|Events",57,6,11150,9050,1330,"Demos","Event;Case studies","Registrations;Demos","Sales","Speakers",10,33800
"Branding","SMB","Social|Email",39,4,5350,1620,435,"Image locale","Visuels;Emails","Engagement;Open","Partners","Ciblage",8,12950
"Acquisition","B2C","SEA|Social",24,5,12600,2180,585,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",9,20600
"Awareness","B2B","PR|LinkedIn",36,3,3450,1200,315,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture",7,9850
"Retention","GenZ","App|Push",28,4,2980,640,240,"Engagement","Push;Offers","DAU;Retention","App","Opt-out",6,8400
"Launch","B2C","Social|Influencer",21,6,17700,4300,1140,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison",12,29400
"Branding","Millennials","Social|Events",64,6,9000,6000,920,"Image marque","Event;Content","Sentiment;Reach","Permits","Annulation",11,23900
"Acquisition","B2B","LinkedIn|SEA",38,5,18700,3650,1040,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle",10,30700
"Awareness","B2C","Radio|Social",23,3,4400,890,230,"Notoriété","Spot;Posts","Reach;Impr","Production","Diffusion",7,9400
"Retention","SMB","Email|Support",82,2,940,340,120,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps",5,4400
"Launch","B2B","Events|PR",118,8,25900,20750,3170,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",15,75000
"Branding","GenZ","TikTok|Influencer",30,4,9350,2120,535,"Notoriété","Shorts;UGC","Views;Engagement","Creators","Rejet",9,15300
"Acquisition","B2C","SEA|Display",25,5,10350,1860,485,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC",8,17350
"Awareness","B2B","LinkedIn|Webinar",51,4,6150,2060,425,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",7,14300
"Retention","B2C","Email|SMS",30,3,2200,630,170,"Réachat","Offers;Reminders","Repeat;Open","DB","Opt-out",6,7700
"Launch","SMB","Email|SEA",32,5,15300,3070,730,"Trials","Landing;Emails","Sign-ups;CPA","Dev","Bug",11,26300
